No,ID Putusan,Kata Kunci,Halaman,Contoh Kalimat
1,100088,transfer pricing,15,f£ hasil penelitian atas metode transfer pricing yang dipilih dan diterapkan oleh Wajib Pajak atau pemilihan metode transfer pri...
2,100088,transfer pricing,52,...n dalam pengajuan kebaratan karena Pemohon Banding tidak memberikan . Dokumen — Transfer Pricing Documentation Local File pada saat pelaporan SPT Tahunan 2016 dan pada saat Pem...
3,100088,transfer pricing,61,"...dan informasi yang telah disampaikan, Pemohon Banding tidak memberikan Dokumen Transfer Pricing Dokumentation Local File Pada saat pelaporan SPT Tahunan 2016 dan pada saat Pem..."
4,100088,transfer pricing,62,...Rentang antarkuartil perusahaan-perusahaan sebanding yang diterima menurut data Transfer Pricing Documentation Local File For Fiscal Period 2016 yang dibuat oleh Ernst & Young...
5,100088,transfer pricing,64,...Pemohon Banding sendiri. Bahwa Pemohon Banding tidak memenuhi ketentuan tentang transfer pricing keharusan melampirkan Transfer Pricing Document. Semakin jelas ketidaksesuaian...
6,100088,transfer pricing,65,"7) b) Bahwa dalam alasannya, Pemohon Banding menggunakan data dari Transfer Pricing Documentation Local File 2016 for fiscal January 1, 2016- December 31, 2016 fro..."
7,100088,transfer pricing,81,...milihan: indikator tingkat laba oleh pemeriksa: £ hasil penelitian atas metode transfer pricing yang dipilih. dan. diterapkan oleh Wajib Pajak atau pemilihan metode transfer p...
8,100088,transfer pricing,84,"...mohon Banding juga sudah menyiapkan analisis yang terdapat pada Dokumen Lokal.- Transfer Pricing Documentation Local File 20176 for fiscal January 1, 2016 - Pera Holamon 84 d..."
9,100088,transfer pricing,89,"...ding yang sama seperti yang digunakan oleh Pemohon Banding pada Dokumen Lokai - Transfer Pricing Documentation Local File 2016 for fiscal January 1, 2016 - December 31, 2016, y..."
10,100088,transfer pricing,94,"...ding yang sama seperti yang digunakan oleh Pemohon Banding pada Dokumen Lokal - Transfer Pricing Documentation Local File 2016 for fiscal January 1, 2016 - December 31, 2016. B..."
11,100088,transfer pricing,95,"...a tidak ada ketentuan yang mewajibkan Pemohon Banding untuk melampirkan Dokumen Transfer Pricing Documentation Local File Pada saat pelaporan SPT Tahunan 2016. Dalam hal ini, P..."
12,100088,transfer pricing,96,"...n sudah tepat. Namun, Pemohon Banding selanjutnya menyampaikan Dokumen Lokal -. Transfer Pricing Documentation Local File 2016 for fiscal January 1, 2016 - December 37, 2016 pa..."
13,100088,transfer pricing,97,"Transfer Pricing Documentation Local File 2016 for fiscal January 1, 2016 - December 31, 2016 mi..."
14,100088,transfer pricing,105,"...ding yang sama seperti yang digunakan oleh Pemohon Banding pada Dokumen Lokal - Transfer Pricing Documentation Local File 2016 for fiscal January 1, 2016 - December 31, 2016...."
15,100088,transfer pricing,114,"...ju dengan alasan-alasan Terbanding untuk tidak mempertimbangkan Dokumen Lokal - Transfer Pricing Documentation Local File 2016 for fiscal January 1, 2016 - December 31, 2016 ya..."
16,100088,transfer pricing,115,"...transfer (yaitu, Dokumen Lokal - Benchmarking Study Report dan Dokumen Lokal - Transfer Pricing Documentation Local File 2016 for fiscal January 1, 2016 - December 31, 2016) y..."
17,100088,transfer pricing,116,"...arena antara data Dokumen Lokal - Benchmarking Study Report dan Dokumen Lokal - Transfer Pricing Documentation Local File 2016 for fiscal January 1, 2016 - December 31, 2016 ti..."
18,100088,transfer pricing,117,"...ju dengan alasan-alasan Terbanding untuk tidak mempertimbangkan Dokumen Lokal - Transfer Pricing Documentatiom Local File 2016 for fiscal January 1, 2016 --December.31, 2016 ya..."
19,100088,transfer pricing,118,"...melakukan koreksinya Pemohon Banding menyiapkan dan memberikan Dokumen Lokal - Transfer Pricing Documentation Local File 2016 for fiscal January 1, 2016 - December 31, 2016 un..."
20,100088,transfer pricing,119,"...ju dengan alasan-alasan Terbanding untuk tidak mempertimbangkan Dokumen Lokal - Transfer Pricing Documentation Local File 2016 for fiscal January 1, 2016 - December 31, 2016 mi..."
21,100088,transfer pricing,121,"...kegiatan usaha Pemohon Banding dengan benar, maka sesuai-dengan Dokumen Lokal - Transfer Pricing.Documentation Local File 2016 for fiscal January 112016 - December 31, 2016 yan..."
22,100088,transfer pricing,128,"...egara NTPN 199D05RK676EC90A8 tanggal 21 April 2017 sebesar Rp2.137.902.500,00: Transfer Pricing Document periode 1 Januari 2016 — 31 Desember 2016: Penjelasan tertulis tanpa..."
23,100088,transfer pricing,129,"...Bukti T-8... Penjelasan tertulis tanpa nomor tanggal 18 Mei 2022, Bukti T-9. . Transfer Pricing Documentation local file 2016, Bukti T-10. Benchmarking study report Rapala gr..."
24,100125,transfer pricing,12,...atas menjadi 2 (dua) bagian besar sebagai berikut: 1) Koreksi berkaitan dengan transfer pricing yang dibahas dalam poin C.1. sampai dengan C.4. 2) Koreksi non transfer-prici...
25,100125,transfer pricing,20,"...ang Mempunyai Hubungan Istimewa (“PER-22”) sebagai berikut. “Dalam pemeriksaan transfer pricing, tahapan persiapan dilakukan sesuai dengan tata cara pemeriksaan yang berlaku...."
26,100125,transfer pricing,21,...Putusan Pengadilan Pajak setpp.kemenkeu.go.id iktikad baiknya dengan memberikan Transfer Pricing Documentation Pemohon.Banding yang mendokumentasikan transaksi dan kewajaran t...
27,100125,transfer pricing,25,"...perundang-undangan yang berlaku Salinan standar Standar terkait pembentukan dan Transfer Pricing, pengelolaan transaksi antar perusahaan | pada grup PMI sehingga HMS dapat mema..."
28,100125,transfer pricing,28,"...ure of accounts nyata-nyata tidak diatur dalam ketentuan ""pajak “maupun panduan transfer pricing intemasional. Bahwa sesuai dengan Pasal 18 ayat (3) UU PPh, PER-22 dan SE-50, m..."
29,100125,transfer pricing,38,"...idak langsung terkait penyerahan jasa. Berdasarkan dokumen kontrak. dan panduan transfer pricing yang berlaku di Indonesia, perlu Pemohon Banding tekankan bahwa U Disclaimer |..."
30,100125,transfer pricing,41,"...an Mehta, “Formulating an Intra-Group Management Fee Policy: An Analysis from a Transfer Pricing and International Tax Perspective”, Intemational Transfer Pricing Joumal (2005)..."
31,100125,transfer pricing,42,"...tentu.” b. Brian Giannattasio, “United States — Provision of Services under US Transfer Pricing Rules”, Intemational Transfer Pricing Joumal (1999): 113 “The definition of co..."
32,100125,transfer pricing,43,"...Vliet, “Netherlands — Recharging Head Office Expenses: An Update”, Intemational Transfer Pricing Joumal (2005): 119 “The relevant costs that must be recharged for support serv..."
33,100125,transfer pricing,57,"...imbulkan marketing intangible. Bahwa Terbanding merujuk pada Paragraf 6.38 OECD Transfer Pricing Guidelines 2010 (“OECD TPG 2010”) sebagai berikut. “Whererthe, distributor act..."
34,100125,transfer pricing,62,...dari keadaan atau.kegiatan usaha ini semakin penting diperhatikan dalam konteks transfer pricing sebagaimana diatur dalam Lampiran | Bab II huruf B.2. PER-22 sebagai berikut. “...
35,100125,transfer pricing,63,...kondisi yang terdapat pada setiap kasus.” “et pemahaman fakta atas suatu kasus transfer pricing juga ertuang dalam Paragraf 4.7 OECD TPG 2010 yang mengatur sebagai berikut. “T...
36,100125,transfer pricing,66,...ahwa Operating Margin Pemohon Banding adalah tidak wajar berdasarkan analisis transfer pricing yang diatur dalam peraturan perpajakan yang berlaku. bahwa Pasal 18 ayat (3)...
37,100125,transfer pricing,67,...nding tidak didukung oleh bukti yang kompeten dan bertentangan dengan ketentuan transfer pricing di Indonesia sehingga Pemohon Banding mohon agar koreksi ini dibatalkan dan tid...
38,100125,transfer pricing,68,"...strasi/otoritas pajak yang menggunakan pembanding untuk mendukung"". penyesuaian Transfer Pricing, supaya menyediakan-informasi, pendukung yang sesuai untuk pihak yang berkepent..."
39,100125,transfer pricing,71,"...t may not be disclosed to the taxpayer. However, itiwould be unfair to apply a transfer pricing method on the. basis of Such data unless the tax administration was able, with..."
40,100125,transfer pricing,76,"...rgumen Pemohon Banding di atas, koreksi Terbanding berlawanan dengan peraturan transfer pricing.yang berlaku di Indonesia karena Terbanding tidak“ mempertimbangkan faktor ke..."
41,100125,transfer pricing,77,"Salinan Putusan Pengadilan Pajak setpp.kemenkeu.go.id Lebih lanjut, peraturan transfer pricing Indonesia yaitu Lampiran PER-22 mengatur“terkait pembanding yang dapat digunak..."
42,100125,transfer pricing,78,"...yang dipilih Terbanding tersebut sebagaimana yang dipersyaratkan dalam analisis transfer pricing. Berdasarkan perbandingan pembelian dari pihak afiliasi dan data,pembanding. ya..."
43,100125,transfer pricing,98,"...at may not be disclosed to the taxpayer. However, it would be unfair to apply a transfer pricing method on the basis of such data unless the tax administration was able, within..."
44,100125,transfer pricing,99,"...yata-nyata menunjukkan bahwa koreksi yang terjadi tidak tepat. 2. KOREKSI NON-TRANSFER PRICING C.5. Koreksi atas Penyesuaian Fiskal Positif terkait Biaya 3M (Mendapatkan, Me..."
45,100125,transfer pricing,211,"...an Pajak setpp.kemenkeu.go.id Pokok Sengketa 1. Koreksi yang berkaitan dengan Transfer Pricing C.1 Koreksi atas Biaya kepada Service Provider sebesar —— Rp 483.765.936.445,..."
46,100125,transfer pricing,224,"...piran Bab II Huruf B Angka I.a. Dijelaskan Rasio Finansial Dalam Pemeriksaan'transfer pricing, perlu dilakukan penelitian awal atas kinerja finansial Wajib Pajak untuk meng..."
47,100125,transfer pricing,232,...ubungan Istimewa dalam kondisi atau keadaan yang sebanding. Sehingga pengujian transfer pricing atau pengujian penerapan prinsip kewajaran dan kelaziman usaha Pemohon Banding...
48,100125,transfer pricing,233,...aan secret comparable. Penggunaan secret comparable dalam pemeriksaan transaksi Transfer Pricing dapat dilakukan dengan 2 cara : i) Menggunakan transaksi (atau Laporan Keuangan...
49,100125,transfer pricing,235,...tu dalam hal penentuan Karakteristik Usaha Pemohon Banding dan Pemilihan Metode Transfer Pricing serta Penerapan Prinsip Kewajaran dan Kelaziman Usaha. Terbanding menggunakan L...
50,100125,transfer pricing,240,...2 ayat (1) v Peraturan Dra jenderal Pajak ini berlaku untuk P an Hor Transfer (Transfer Pricing) atas transaksi Jgn Wajib Pajak Dalam Negeri atau Bentuk G saha Tetap di Indone...
51,100125,transfer pricing,242,.../ R mempunyai Hubungan Istimewa Pp DN a. Lampiran Bab I Huruf C N Pemeriksaan transfer pricing terhadap transaksi afiliasi pada hakikatnya adalah suatu pengujian atas penerap...
52,100125,transfer pricing,250,"...eneliti PN Penghasilan Bunga isa 2.963.462.641 | 34.123.400.704 2. Koreksi non Transfer Pricing C.5. Koreksi atas Penyesuaian Fiskal Positif Ne AN, (Mendapatkan, Menagih, clan..."
53,100125,transfer pricing,307,...kan atas jasa dari pihak afiliasi telah diuji sebagaimana didokumentasikan pada Transfer Pricing Documentation tahun pajak 2015 (“TP Doc”) Pemohon'Banding. Terdapat dua set ben...
54,100125,transfer pricing,312,...ature of accounts nyata-nyata tidak diatur dalam ketentuan pajak maupun panduan transfer pricing intemasional. 2) bahwa OECD Transfer Pricing Guidelines 2017 (“OECD TPG 2017”)...
55,100125,transfer pricing,313,"...tidak langsung terkait penyerahan jasa. Berdasarkan dokumen kontrak danspanduan transfer pricing yang berlaku di Indonesia, perlu Pemohon: Banding tekankan bahwa biaya 313 dar..."
56,100125,transfer pricing,332,...hon Banding telah melakukan pengujian PKKU sebagaimana dituangkan dalam dokumen Transfer Pricing Documentation Tahun 2015 yang telah mencakup transaksi biaya service provider i...
57,100125,transfer pricing,335,...pajak Indonesia dan seharusnya dibatalkan. | 7. Pemohon Banding telah membuat Transfer Pricing Documentation dan AUP Report berdasarkan ketentuan yang berlaku. a. Bahwa pen...
58,100125,transfer pricing,338,...istimewa sebagaimana dimaksud'dalam Pasal 18 ayat (4) UU PPh: | Ih. bahwa OECD Transfer Pricing Guidelines tahun 2010 mendefinisikan: Intra-group service: An activity (e.g. a...
59,100125,transfer pricing,339,"...jasa Oleh anggota group tersebut tidak memenuhi prinsip kewajaran, bahwa OECD Transfer Pricing Guidelines tahun 2010 pada Paragraf 7.11 menyebutkan: In general, no intra-gro..."
60,100125,transfer pricing,341,"...berpendapat bahwa pembayaran OC Service fee tidak memenuhi ketentuan dalam OECD Transfer Pricing Guidelines tahun 2010 pada Paragraf 7.6 dan Paragraf 71, karena tidak ada manfa..."
61,100125,transfer pricing,342,...gan istimewa sebagaimana dimaksud dalam Pasal 18 ayat (4) UU PPh: . bahwa OECD Transfer Pricing Guidelines'tahun'2010 mendefinisikan: Intra-group service: An activity (e.g. a...
62,100125,transfer pricing,343,Salinan Putusan Pengadilan Pajak setpp.kemenkeu.go.id h. bahwa OECD Transfer Pricing Guidelines tahun 2010 pada Paragraf 7.6 menyebutkan: Under the arm's length pr...
63,100125,transfer pricing,344,...linan Putusan Pengadilan Pajak setpp.kemenkeu.go.id k. bahwa Paragraf 7.11 OECD Transfer Pricing Guidelines mengatur bahwa pada 'prinsipnya dalam pemberian jasa dari anggota g...
64,100125,transfer pricing,349,"...businya menimbulkan marketing intangible. Bahwa merujuk pada Paragraf 6.38 OECD Transfer Pricing Guidelines 2010 (“OECD TPG 2010”), distributor yang menanggung biaya promosi be..."
65,100125,transfer pricing,350,"...ari keadaan atau kegiatan usaha ini. semakin penting diperhatikan dalam konteks transfer pricing""sebagaimana diatur dalam Lampiran I Bab II huruf B.2. PER-22. | b. Bahwa-berdas..."
66,100125,transfer pricing,351,...bahwa Operating Margin Pemohon Banding adalah tidak wajar berdasarkan analisis transfer pricing yang diatur dalam peraturan perpajakan yang berlaku. . Bahwa pengujian. transf...
67,100125,transfer pricing,360,"...kesebandingan kedua perusahaan tersebut dengan PMIMSA. Lebih lanjut, peraturan transfer pricing Indonesia yaitu Lampiran PER-22 mengatur terkait pembanding yang dapat digunak..."
68,100125,transfer pricing,361,...nan Putusan Pengadilan Pajak setpp.kemenkeu.go.id dipersyaratkan dalam analisis transfer pricing. Berdasarkan perbandingan pembelian dari. pihak afiliasi dan data pembanding y...
69,100125,transfer pricing,363,"...si atau keadaan yang sebanding. Berdasarkan penjelasan di atas, maka pengujian transfer pricing atau pengujian penerapan prinsip kewajaran dan kelaziman usaha yang dilakukan P..."
70,100125,transfer pricing,371,...yang dipilih Terbanding tersebut sebagaimana yang dipersyaratkan dalam analisis transfer pricing. Berdasarkan perbandingan pembelian dari pihak afiliasi dan data pembanding yan...
71,100128,transfer pricing,8,"...Pelaksanaan Pemeriksaan”,.yang.menyatakan yaitu: “Dalam pelaksanaan pemeriksaan transfer pricing, Pemeriksa Pajak perlu memperhatikan dokumen yang menjadi dasar penerapan prins..."
72,100128,transfer pricing,19,"...considered a good practice for a taxpayer that uses comparables to support its transfer pricing, or a tax administration ihat uses comparables to support a transfer pricing ad..."
73,100128,transfer pricing,28,"...atic reguirement. Multiple year data should be used where they add-value to the transfer pricing analysis....” bahwa berdasarkan penjelasan di atas, penggunaan data beberapa ta..."
74,100128,transfer pricing,30,"...ang menyebutkan “multiple year data should be used where they add value fo the transfer pricing analysis, bahwa berdasarkan hal-hal di atas, tanpa mengesampingkan pendapat P..."
75,100128,transfer pricing,61,"...gan Istimewa: d. Organisation For Economic Co-operation and Development (OECD) Transfer Pricing Guidelines, 2. Data, Fakta, dan Hasil Penelitian bahwa berdasarkan penelitian..."
76,100128,transfer pricing,62,...Banding dalam database Orbis yang dilakukan serangkaian pengujian pemeriksaan transfer pricing dengan metode Transactional Net Margin Method (TNMM) dan pengujian eksistensi...
77,100128,transfer pricing,63,"...s.t.d.d. PER-22/PJ/2013, PER-43/PJ/2010 s.t.d.d. PER- 32/PJ/2011 dan OECD TPG» Transfer Pricing Guidelines for : Halaman 63 dari 103 Halaman, Putusan Nomor.PUT-007384,15/2021..."
78,100128,transfer pricing,65,"...dan kelaziman usaha, Terbanding berpendapat: bahwa terhadap data pada Dokumen Transfer Pricing Pemohon Banding telah diuji oleh Pemeriksa dan terdapat perbedaan yang mendasar..."
79,100128,transfer pricing,68,...a yang diatur dalam PER-22/PJ/2013”dan SE-50/PJ/2013 Bab II Tahapan Pemeriksaan Transfer Pricing huruf B angka 3.a poin 4) Halaman 68 dari 103 Halaman. Putusan Nomor PUT-00738...
80,100128,transfer pricing,70,"...emeriksa melakukan koreksi berdasarkan serangkaian pengujian hubungan istimewa (Transfer Pricing), eksistensi, dan arus uang keluar diperoleh.nilai koreksi Net Operating Profit..."
81,100128,transfer pricing,73,"...Cipta Kerja, c. Organisation For'Economic Co-operation and Development (OECD) Transfer Pricing Guidelines, 2. Data, Fakta, Dan Hasil Penelitian bahwa berdasarkan pengujian..."
82,100128,transfer pricing,80,"...i 1-5 Penjelasantertulis tanggal 13 September 2022 tentang perbandingan koreksi transfer pricing: Bukti T-6 Kesimpulan Akhir, PERTIMBANGAN HUKUM Kewenangan Pengadilan Pajak..."
83,100212,transfer pricing,51,Il. Invoice-invoice regional cost dari Hotelbeds (Thailand) Limited. mm. Transfer Pricing Documentation berupa Master File dan Local File tahun 2014. nn.SPHP Tahun 2014...
84,100212,transfer pricing,80,...h regional IT. Invoice-invoice regional cost dari Hotelbeds (Thailand) Limited. Transfer Pricing Documentation berupa Master File dan Local File tahun 2014. bahwa dalam persid...
85,100212,transfer pricing,82,"...bruto Pemohon Banding dengan pesat pada tahun 2014 — 2016. bahwa sesuai dengan Transfer Pricing Documentation yang telah Pemohon Banding sampaikan pada persidangan (Bukti 39),..."
86,100212,transfer pricing,83,"...hon Banding telah berada pada rentang yang wajar yang dibuktikan dengan dokumen Transfer Pricing yang telah Pemohon Banding lampirkan, yaitu berdasarkan biaya alokasi yang dita..."
87,100213,transfer pricing,8,...eraturan Direktur Jenderal Pajak Nomor PER- 221 ok ?N pd amen harga transfer (transfer pricing) berlaku atas transaksi par dilakukan Wajib Pajak Dalam Negeri dengan Wajib Paj...
88,100213,transfer pricing,26,...g Mempunyai SEN Hubungan Istimewa 1 6) Referensi Pembanding Eksternal OX OECD Transfer Pricing 4 G Disclaimer P Salinan Putusan Pengadilan Pajak ini merupakan informasi untu...
89,100213,transfer pricing,29,...an Dinas Perkebunan (Disbun) Provinsi Riau KPBN Tender AAL Pemilihan Metode Transfer Pricing: To an Dar Cfm. Wajib Pajak Pihak yang diuji Pembelian Tandan Buah Segar (T3S...
90,100213,transfer pricing,37,"...penerapan prinsip kewajaran dan kelaziman usaha ""mM. th Principle) atau kasus Transfer Pricing, penekanan PN anya adalah pada penentuan apakah harga/laba transaksi ntara du..."
91,100213,transfer pricing,40,"...an, am litian tersebut al C harga rincian terlampir pada, Kerti ja Pemeriksaan Transfer Pricing aba Wajar Transaksi Afiliasi dan Bagian Pene Pengaruh px Pos yang Diperiksa)..."
92,100213,transfer pricing,81,...hon Bandi An yang memiliki hubungan istimewa dan SN pr penjualan hasil analisis transfer pricing ulang bih besar daripada hasil analisis transfer pricing Pemohon NN nding seh...
93,100213,transfer pricing,83,"...Hubungan Istimewa, yang antara lain menyatakan si berikut: Va Dalam pemeriksaan transfer pricing, perlu dil ss N awal atas kinerja finansial Wajib Pajak untuk i ikaSi risiko pe..."
94,100213,transfer pricing,84,"...elah disampaikan oleh Pemohon Banding, diketahui bahwa dalam melakukan analisis transfer pricing Pemoho anding menerapkan metode Comparable sepeda) ngan 34 Palm Oil dan PT As..."
95,100213,transfer pricing,88,...n dan ruang lingkup penerapan prinsip kewajaran dan ziman usaha untuk transaksi transfer pricing yang berdimensi CAN domestik sebagaimana dinyatakan dalam Pasal 2 Peraturan Di...
96,100213,transfer pricing,90,"...a Pemohon Banding dengan KO 1 AA hubungan istimewa, maka La elakukan analisis transfer pricing yang lebih if ermasuk melakukan analisis kesebandingan untuk atkan harga yang..."
97,100213,transfer pricing,92,"...anding, e Bukti Bank Bayar Biaya Technical NT Pemohon Banding tahun 2019: Rx e Transfer Pricing Docu ta esources Limited tahun 2017, e# Terjemahan Transfer Pricing'Documentati..."
98,100213,transfer pricing,93,"...a pa jasa, Pemohon Banding telah menjelaskan dan menyampaikan juga bukti berupa Transfer Pricing documentation dari penerima jasa, Technical Assistance Report Semester 1 dan Ma..."
99,100213,transfer pricing,94,"...yang memiliki hubungan istimewa, maka seharusnya Terbanding melakukan analisis transfer pricing yang lebih komprehensif, termasuk melakukan analisis kesebandingan — untuk mend..."
100,100233,transfer pricing,37,"bahwa berdasarkan perhitungan dengan menggunakan metode pemeriksaan. Transfer Pricing, Metode CUP untuk penghasilan bunga pinjaman, diperoleh koreksi positif penghas..."
101,100233,transfer pricing,38,"...PER-32/PJ/2011, » SE-50/PJ/2013, 5) bahwa Pemeriksa telah melakukan Pengujian Transfer Pricing atas penghasilan bunga terkait.pinjaman ke induk di luar negeri dengan urajan s..."
102,100233,transfer pricing,39,"...ciple), f) bahwa berdasarkan perhitungan dengan menggunakan metode pemeriksaan Transfer Pricing, Metode CUP untuk penghasilan bunga pinjaman, diperoleh koreksi positif penghas..."
103,100233,transfer pricing,40,"...ksi US$ 216.750,00 Total Koreksi US$ 471.750,00 6) bahwa berdasarkan pengujian Transfer Pricing atas penghasilan bunga terkait pinjaman ke induk di luar negeri sebagaimana. te..."
104,100233,transfer pricing,49,"...dap Penghasilan Neto Luar Negeri sebesar'USD471,750.00 yang merupakan pengujian Transfer Pricing atas penghasilan bunga terkait pinjaman ke induk di luar negeri yang Pemohon Ba..."
105,100233,transfer pricing,69,"...r Negeri (Penghasilan Bunga) sejumlah USD471,750.00 berdasarkan hasil Pengujian Transfer Pricing atas penghasilan bunga terkait pinjaman untuk induk perusahaan di luar negeri (..."
106,100233,transfer pricing,70,"...n Banding, bahwa berdasarkan perhitungan dengan menggunakan metode pemeriksaan Transfer Pricing, Metode CUP untuk penghasilan bunga pinjaman, diperoleh koreksi positif penghas..."
107,100243,transfer pricing,36,"...emeriksaan, antara lain sebagai berikut: e.kampiran, Bab II Tahapan Pemeriksaan Transfer Pricing, huruf B. Tahapan Pelaksanaan Pemeriksaan, telah memberikan pedoman dalam : -..."
108,100243,transfer pricing,58,"...ngan Istimewa, dinyatakan bahwa : Pasal 1 angka 8: ""Penentuan Harga Transfer (transfer pricing) adalah penentuan harga dalam transaksi antara pihak-pihak yang mempunyai Hubun..."
109,100243,transfer pricing,79,...1) Peraturan Direktur Jenderal Pajakini berlaku untuk Penentuan Harga Transfer (Transfer Pricing) atas transaksi yang dilakukan Wajib Pajak Dalam Negeri atau Bentuk Usaha Tetap...
110,100243,transfer pricing,84,...di persidangan diketahui juga bahwa Pemohon Banding telah menyampaikan dokumen transfer pricing (Transfer Pricing Documentation) terkait penerapan prinsip kewajaran dan kelazi...
111,100249,transfer pricing,75,...erdapat pembanding atas jasa intra-grup serta mark up-nya dan menerapkan metode transfer pricing yang paling sesuai dengan kondisi dan fakia. Lampiran | Bab II Huruf B Angka...
112,100258,transfer pricing,8,"...arga Pokok Penjualan sebesar USD1,626,242 bahwa Terbanding melakukan pengujian transfer pricing atas transaksi antara Pemohon Banding dan pihak afiliasi, menggunakan metode TN..."
113,100258,transfer pricing,25,"...iubah dengan Peraturan, Direktur Jenderal Pajak Nomor PER-32/PJ/2011: d. OECD, Transfer Pricing Guidelines for Multinational Enterprises and Tax Administrations 2018, Data da..."
114,100258,transfer pricing,34,"...an kondisi yang-timbul. Oleh karena itu, Terbanding melakukan pengujian kembali transfer pricing dengan menggunakan metode TNMM dan Profif Level Indikator (PL) ""Retum on Total..."
115,100272,transfer pricing,12,...al 2: “1) Peraturan Jenderal Pajak ini berlaku untuk Penentuan Harga Transfer (Transfer Pricing) atas transaksi yang dilakukan Wajib Pajak Dalam Negeri atau Bentuk Usaha Tetap...
116,100272,transfer pricing,16,"...rektur Jenderal Pajak Nomor PER-22/PJ/2013, 4. bahwa penentuan harga transfer (transfer pricing) berlaku atas transaksi yang dilakukan Pemohon Banding Dalam Negeri dengan Pemo..."
117,100272,transfer pricing,60,"...kait pembanding ekstemal sebagai berikut: Pembanding Ekstema! Dikutip dari OECD Transfer Pricing. Guidelines, Pembanding ekstemal adalah pembanding yang berasal, dari transaksi..."
118,100272,transfer pricing,75,...omoditi Crude Palm Oil (CPO) dan Komoditi Palm Kemel (PK): 4 Pemilihan Meto de Transfer Pricing CUP Internal — Dikarenakan PT PSA tidak melakukan transaksi dengan pihak Indep...
119,100272,transfer pricing,78,"...erapan prinsip kewajaran dan kelaziman usaha (Am's Length Principle) atau kasus Transfer Pricing, penekanan utamanya adalah pada penentuan apakah harga/laba transaksi antara du..."
120,100272,transfer pricing,82,...terkait dalil Pemohon Banding yang menyatakan bahwa penentuan harga transfer (transfer pricing) berlaku atas transaksi yang dilakukan Pemohon Banding Dalam Negeri dengan Pemo...
121,100272,transfer pricing,96,...ermasuk Bentuk Usaha Tetap yang menjadi lawan transaksi Wajib Pajak: atau OECD Transfer Pricing Guidelines for Multinasional Enterprises and Tax Administrations 2017 Chapter...
122,100272,transfer pricing,147,"...t (vide: BA UB): 1) Ledger Koreksi atas Biaya Technical Assistance: 2) Fotokopi Transfer Pricing Documentation First Resources Limited Tahun 2017 (asli diperlihatkan saat UB),..."
123,100289,transfer pricing,52,"...ksi Pabrik Tahun 2019 27. (Laporan Ekspordan Penjualan Loka Tahun 2019 28. (TP (Transfer Pricing) Docs (Masteriie dan Locaftle) Tahun 2019 29 (Peta Taram, Pata Repinting Tebun..."
124,100318,transfer pricing,11,"...ding adalah sebagai berikut: sem 1. bahwa Terbanding Sependapat dengan Metode Transfer Pricing yang PN Digunakan Pemohon Banding, Perusahaan Banding yang Diguna & AE ggun..."
125,100318,transfer pricing,15,"...atkan reimbursement biaya promosi yang telah dikeluarkan olehnya, . bahwa OECD Transfer Pricing Guidelines Chapter VI section D “Marketing activities undertaken by enterprise..."
126,100318,transfer pricing,18,"Salinan Putusan Pengadilan Pajak setpp.kemenkeu.go.id - OECD,Transfer Pricing Guidelines for Multinational Enterprises and Tax Administrations July 2010, Me..."
127,100318,transfer pricing,40,...k yang diuji PT M150 Indonesia Pembayaran Bunga Penjelasan Pemilihan Metode Transfer Pricing: 1. Metode CUP (Comparable Uncontrollable Price) bahwa Metode CUP dengan data...
128,100318,transfer pricing,42,"...metode TNMM ekstemal dianggap sebagai metode yang paling sesuai dalam anallsis transfer pricingsPemohon Banding, 5. MetodeTNMM (Transactional Net Margin Method) bahwa TNMM in..."
129,100318,transfer pricing,53,"...ang-Undang PPh: - PER-43/RJ/2010: - PER-32/PJ/2011: -PER-22/PJ/2013, - OECD Transfer Pricing Guidelines for Multinational Enterprises and Tax Administrations, Pendapat Pem..."
130,100318,transfer pricing,54,"...ng-Undang PPh: - PER-43/PJ/2010, - PER-32/PJ/2011, - PER-22/PJ/2013, - OECD Transfer Pricing Guidelines for Multinational Enterprises and Tax Administrations, Kesimpulan..."
131,100318,transfer pricing,62,"....111-00 Online-Media Adveftising 529,002,875 Total 1,683,422,283 . bahwa “OECD Transfer Pricing Guidelines Chapter VI section D “Marketing activities undertaken by enterprise..."
132,100318,transfer pricing,66,"...: PER-43/PJ/2010 s.t..d PER-32/PJ/2011, PER-22/PJ/2013, SE-50/PJ/2013, OECD Transfer Pricing Guidelines for multinational enterprises and tax administrations Juli 2010, d...."
133,100318,transfer pricing,68,...knis Pemeriksaan terhadap Wajib Pajak Yang Mempunyai Hubungan Istimewa f. OECD Transfer Pricing Guidelines for multinational enterprises and tax administrations Juli 2010: 2....
134,100318,transfer pricing,71,...Putusan Pengadilan Pajak bukti melakukan upaya hukum da bahwa berdasarkan OECD Transfer Pricing Guidelines Chapter VI section D “Marketing activities undertaken by enterprise...
135,100318,transfer pricing,102,...rati a mohon Banding Tidak Tepat bahwa Paragraf 2.83 TN dalam OECD Guideline on Transfer Pricing Bagian B.3.3. Ag f the net profit menyatakan sebagai berikut: px Iter of princ...
136,100318,transfer pricing,105,"...dak mempunyai Hubungan Istimewa, bahwa Paragraf 2.86 di dalam OECD”Guideline on Transfer Pricing Bagian B.3.3. Determination of the net profit pada-prinsipnya mengatur sebagai..."
